year,exporter,importer,product,value_kusd,quantity_tonnes
1995,Spain,826,250410,10.65,6.092
1995,Spain,Venezuela,250410,1.342,0.476
1995,Sweden,Argentina,250410,25.163,35.0
1995,Sweden,Australia,250410,390.387,491.0
1995,Sweden,China,250410,3.491,4.5
1995,Sweden,Denmark,250410,8.767,4.632
1995,Sweden,Germany,250410,152.0,226.5
1995,Sweden,372,250410,26.71,18.367
1995,Sweden,Israel,250410,8.997,17.0
1995,Sweden,Japan,250410,40.802,29.895
1995,Sweden,South Korea,250410,12.44,21.372
1995,Sweden,490,250410,4.217,2.0
1995,Sweden,Netherlands,250410,1.195,6.812
1995,Sweden,579,250410,117.835,199.669
1995,Sweden,Portugal,250410,2.249,1.0
1995,Sweden,Saudi Arabia,250410,88.0,98.677
1995,Sweden,699,250410,1.148,0.41
1995,Sweden,711,250410,278.701,5.128
1995,Sweden,757,250410,7.806,1.634
1995,Sweden,Thailand,250410,136.08,198.0
1995,Sweden,Turkey,250410,0.67,1.0
1995,Sweden,Egypt,250410,13.636,18.0
1995,Sweden,826,250410,676.325,471.921
1995,Sweden,USA,250410,255.432,409.0
1995,757,040,250410,29.364,7.187
1995,757,058,250410,509.515,139.222
1995,757,Brazil,250410,13.959,3.625
1995,757,Canada,250410,488.35,264.0
1995,757,Chile,250410,17.563,4.5
1995,757,China,250410,39.251,23.898
1995,757,Czech Republic,250410,6.561,10.0
1995,757,Denmark,250410,129.081,43.199
1995,757,Ecuador,250410,1.068,0.199
1995,757,251,250410,5.917,1.537
1995,757,Germany,250410,1.431,0.117
1995,757,344,250410,16.029,4.5
1995,757,Indonesia,250410,29.585,2.437
1995,757,Italy,250410,17.416,15.064
1995,757,Japan,250410,73.809,15.257
1995,757,Malaysia,250410,25.362,6.0
1995,757,Mexico,250410,46.0,18.359
1995,757,699,250410,21.41,4.812
1995,757,702,250410,1167.667,385.0
1995,757,703,250410,44.171,99.058
1995,757,705,250410,0.87,0.04
1995,757,711,250410,10.752,2.062
1995,757,Spain,250410,317.513,90.921
1995,757,Sweden,250410,52.17,4.0
1995,757,USA,250410,0.936,0.056
1995,Thailand,699,250410,14.486,3.625
1995,Turkey,422,250410,16.0,20.0
1995,Turkey,Saudi Arabia,250410,0.799,1.375
1995,Ukraine,Czech Republic,250410,31.815,102.0
1995,Ukraine,Germany,250410,584.0,2217.687
1995,Ukraine,428,250410,1.337,3.75
1995,Ukraine,Poland,250410,66.0,115.5
1995,807,699,250410,13.075,20.0
1995,826,Australia,250410,19.053,11.246
1995,826,Bangladesh,250410,6.804,23.0
1995,826,058,250410,14.564,31.648
1995,826,Chile,250410,66.177,87.5
1995,826,China,250410,0.75,0.003
1995,826,196,250410,1.782,10.0
1995,826,Czech Republic,250410,3.845,4.89
1995,826,Finland,250410,21.539,16.05
1995,826,251,250410,135.598,182.914
1995,826,Germany,250410,407.519,456.192
1995,826,300,250410,2.068,0.386
