year,exporter,importer,product,value_kusd,quantity_tonnes
1997,Chile,Netherlands,283691,258.584,145.255
1997,Chile,Russia,283691,391.64,228.963
1997,Chile,711,283691,70.315,40.617
1997,Chile,Spain,283691,92.39,55.324
1997,Chile,780,283691,63.08,41.406
1997,Chile,USA,283691,10219.962,5194.537
1997,Chile,Venezuela,283691,710.892,264.688
1997,China,Argentina,283691,2.228,0.199
1997,China,Australia,283691,2.8,1.0
1997,China,058,283691,83.589,42.0
1997,China,Bulgaria,283691,2.55,0.199
1997,China,Finland,283691,6.481,2.0
1997,China,251,283691,18.354,5.312
1997,China,Germany,283691,55.429,16.414
1997,China,344,283691,29.6,9.0
1997,China,Hungary,283691,4.0,0.898
1997,China,Israel,283691,203.0,0.0
1997,China,Italy,283691,150.376,67.373
1997,China,Japan,283691,829.484,308.779
1997,China,South Korea,283691,815.308,143.043
1997,China,490,283691,32.355,12.0
1997,China,Netherlands,283691,330.825,125.061
1997,China,Philippines,283691,124.74,54.0
1997,China,699,283691,170.232,49.021
1997,China,711,283691,150.494,54.0
1997,China,Spain,283691,40.495,9.889
1997,China,Sweden,283691,152.695,53.48
1997,China,Thailand,283691,6.127,0.826
1997,China,Turkey,283691,27.921,7.625
1997,China,Egypt,283691,53.586,31.544
1997,China,826,283691,152.957,43.215
1997,214,Italy,283691,1.429,0.093
1997,Finland,233,283691,1.996,0.597
1997,Finland,251,283691,30.362,5.125
1997,Finland,Germany,283691,17.313,4.0
1997,Finland,Netherlands,283691,2.051,0.746
1997,251,040,283691,0.656,0.136
1997,251,058,283691,51.787,79.087
1997,251,China,283691,7.61,1.5
1997,251,266,283691,2.743,5.0
1997,251,Germany,283691,65.68,600.312
1997,251,324,283691,1.92,0.013
1997,251,Italy,283691,31.58,241.982
1997,251,Morocco,283691,4.801,2.0
1997,251,Netherlands,283691,16.37,18.855
1997,251,Spain,283691,101.865,924.812
1997,251,Tunisia,283691,1.08,0.072
1997,251,Turkey,283691,15.05,5.0
1997,251,826,283691,84.03,4.375
1997,251,USA,283691,3.426,0.074
