typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20140101","2014","52","2014","70","BIH","Bosnia Herzegovina","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1701","false","-1","N/A",,"false","1701","false",,"false","91372",,"91372","0","true","false",
"C","A","20140101","2014","52","2014","72","BWA","Botswana","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","117894","false","8","kg","117894","false","117894","false","0","false","111474.424",,"111474.424","0","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","486732.356","true","8","kg","486368","false","486732.356","true","0","false","11634095","11279992","11634095","6","false","true",
"C","A","20140101","2014","52","2014","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1009860","false","8","kg","1009860","false","1009860","false","0","false",,"27151657","27151657","0","false","true",
"C","A","20140101","2014","52","2014","100","BGR","Bulgaria","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","49744","false","-1","N/A",,"false","49744","false",,"false","77500",,"77500","0","true","false",
"C","A","20140101","2014","52","2014","104","MMR","Myanmar","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","700","false","8","kg","700","false","700","false","0","false","3940",,"3940","0","false","true",
"C","A","20140101","2014","52","2014","112","BLR","Belarus","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2032","false","-1","N/A",,"false","2032","false",,"false","157400",,"157400","0","true","false",
"C","A","20140101","2014","52","2014","112","BLR","Belarus","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75","false","-1","N/A",,"false","75","false",,"false",,"12500","12500","0","true","false",
"C","A","20140101","2014","52","2014","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1485283","false","-1","N/A",,"false","1485283","false",,"false",,"26064103","26064103","0","true","false",
"C","A","20140101","2014","52","2014","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","122350120","false","-1","N/A",,"false","122350120","false",,"false",,"2083081523","2083081523","0","true","false",
"C","A","20140101","2014","52","2014","152","CHL","Chile","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","102165.169","false","8","kg","102165.169","false","102165.169","false","0","false","1789504.07","1777608.15","1789504.07","0","false","true",
"C","A","20140101","2014","52","2014","152","CHL","Chile","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2807","false","8","kg","2807","false","2807","false","0","false",,"52621.13","52621.13","0","false","true",
"C","A","20140101","2014","52","2014","156","CHN","China","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","129991924","false","-1","N/A",,"false","129991924","false",,"false","2215892357",,"2215892357","0","true","false",
"C","A","20140101","2014","52","2014","156","CHN","China","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","102727021","false","-1","N/A",,"false","102727021","false",,"false",,"1845135902","1845135902","0","true","false",
"C","A","20140101","2014","52","2014","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","357936","false","-1","N/A",,"false","357936","false",,"false","5919677",,"5919677","0","true","false",
"C","A","20140101","2014","52","2014","170","COL","Colombia","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8200","false","-1","N/A",,"false","8200","false",,"false",,"175406","175406","0","true","false",
"C","A","20140101","2014","52","2014","188","CRI","Costa Rica","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2225","false","-1","N/A",,"false","2225","false",,"false","50938",,"50938","0","true","false",
"C","A","20140101","2014","52","2014","191","HRV","Croatia","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30442","false","-1","N/A",,"false","30442","false",,"false","575897",,"575897","0","true","false",
"C","A","20140101","2014","52","2014","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1618","false","-1","N/A",,"false","1618","false",,"false",,"37890","37890","0","true","false",
"C","A","20140101","2014","52","2014","196","CYP","Cyprus","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","125","false","8","kg","125","false","125","false","0","false","650.965",,"650.965","0","false","true",
"C","A","20140101","2014","52","2014","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5319483","false","-1","N/A",,"false","5319483","false",,"false","75044407",,"75044407","0","true","false",
"C","A","20140101","2014","52","2014","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2285208","false","-1","N/A",,"false","2285208","false",,"false",,"38850540","38850540","0","true","false",
"C","A","20140101","2014","52","2014","208","DNK","Denmark","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45271","false","-1","N/A",,"false","45271","false",,"false","824803",,"824803","0","true","false",
"C","A","20140101","2014","52","2014","208","DNK","Denmark","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","61","false","-1","N/A",,"false","61","false",,"false",,"1619","1619","0","true","false",
"C","A","20140101","2014","52","2014","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","610982","true","-1","N/A",,"false","610982","true",,"false",,"19015289","19015289","6","true","false",
"C","A","20140101","2014","52","2014","124","CAN","Canada","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8876880","false","-1","N/A",,"false","8876880","false",,"false",,"258828353","258828353","0","true","false",
"C","A","20140101","2014","52","2014","152","CHL","Chile","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1195.595","false","8","kg","1195.595","false","1195.595","false","0","false","73845.83","70559.77","73845.83","0","false","true",
"C","A","20140101","2014","52","2014","156","CHN","China","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","108347164","true","-1","N/A",,"false","108347164","true",,"false","627427618",,"627427618","6","true","false",
"C","A","20140101","2014","52","2014","156","CHN","China","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3220363","false","-1","N/A",,"false","3220363","false",,"false",,"103207642","103207642","0","true","false",
"C","A","20140101","2014","52","2014","170","COL","Colombia","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","36211","false","-1","N/A",,"false","36211","false",,"false","1130718",,"1130718","0","true","false",
"C","A","20140101","2014","52","2014","191","HRV","Croatia","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3052","false","-1","N/A",,"false","3052","false",,"false","253946",,"253946","0","true","false",
"C","A","20140101","2014","52","2014","191","HRV","Croatia","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","142","false","-1","N/A",,"false","142","false",,"false",,"34209","34209","0","true","false",
"C","A","20140101","2014","52","2014","196","CYP","Cyprus","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","353","false","8","kg","353","false","353","false","0","false","3524.513",,"3524.513","0","false","true",
"C","A","20140101","2014","52","2014","203","CZE","Czechia","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47759","false","-1","N/A",,"false","47759","false",,"false","1824728",,"1824728","0","true","false",
"C","A","20140101","2014","52","2014","203","CZE","Czechia","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5565","false","-1","N/A",,"false","5565","false",,"false",,"292091","292091","0","true","false",
"C","A","20140101","2014","52","2014","208","DNK","Denmark","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1170","false","-1","N/A",,"false","1170","false",,"false","99508",,"99508","0","true","false",
"C","A","20140101","2014","52","2014","218","ECU","Ecuador","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16286","false","-1","N/A",,"false","16286","false",,"false","347775",,"347775","0","true","false",
"C","A","20140101","2014","52","2014","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","124.52","false","8","kg","124.52","false","124.52","false",,"false","6867.15",,"6867.15","0","false","true",
"C","A","20140101","2014","52","2014","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","53850","false","-1","N/A",,"false","53850","false",,"false","955861",,"955861","0","true","false",
"C","A","20140101","2014","52","2014","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","300","false","-1","N/A",,"false","300","false",,"false",,"5843","5843","0","true","false",
"C","A","20140101","2014","52","2014","242","FJI","Fiji","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15","false","-1","N/A",,"false","15","false",,"false","379",,"379","0","true","false",
"C","A","20140101","2014","52","2014","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1233382","true","-1","N/A",,"false","1233382","true",,"false","19676762",,"19676762","6","true","false",
"C","A","20140101","2014","52","2014","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","34612051","true","-1","N/A",,"false","34612051","true",,"false",,"590577357","590577357","6","true","false",
"C","A","20140101","2014","52","2014","251","FRA","France","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20167779","false","-1","N/A",,"false","20167779","false",,"false","333031931",,"333031931","0","true","false",
"C","A","20140101","2014","52","2014","251","FRA","France","X","Export","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6462149","false","-1","N/A",,"false","6462149","false",,"false",,"107311323","107311323","0","true","false",
"C","A","20140101","2014","52","2014","268","GEO","Georgia","M","Import","0","W00","World","0","W00","World","H4","HS","true","750210","Nickel; unwrought, not alloyed","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2000","false","8","kg","2000","false","2000","false",,"false","31718.73",,"31718.73","0","false","true",
"C","A","20140101","2014","52","2014","222","SLV","El Salvador","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","11.3","false","8","kg","11.3","false","11.3","false",,"false","462.51",,"462.51","0","false","true",
"C","A","20140101","2014","52","2014","233","EST","Estonia","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11029","false","-1","N/A",,"false","11029","false",,"false","67466",,"67466","0","true","false",
"C","A","20140101","2014","52","2014","233","EST","Estonia","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11029","false","-1","N/A",,"false","11029","false",,"false",,"75525","75525","0","true","false",
"C","A","20140101","2014","52","2014","246","FIN","Finland","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","66291637","false","-1","N/A",,"false","66291637","false",,"false","244263271",,"244263271","0","true","false",
"C","A","20140101","2014","52","2014","246","FIN","Finland","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6205764","true","-1","N/A",,"false","6205764","true",,"false",,"221664248","221664248","6","true","false",
"C","A","20140101","2014","52","2014","251","FRA","France","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1308328","true","-1","N/A",,"false","1308328","true",,"false","32228389",,"32228389","6","true","false",
"C","A","20140101","2014","52","2014","251","FRA","France","X","Export","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","526199","false","-1","N/A",,"false","526199","false",,"false",,"18020458","18020458","0","true","false",
"C","A","20140101","2014","52","2014","268","GEO","Georgia","M","Import","0","W00","World","0","W00","World","H4","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","14","false","8","kg","14","false","14","false",,"false","169.4",,"169.4","0","false","true",
"C","A","20140101","2014","52","2014","275","PSE","State of Palestine","M","Import","0","W00","World","0","W00","World","H3","HS","true","810520","Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6039",,"6039","0","true","false",
